Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Publisher,Date Published,Year Published,Genre,Edition,Editor,Summary,Guided Reading Level,Lexile Measure,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,Word Count,Original Title,Number of Pages,Format,Dimensions,Weight,List Price,Language,DDC,LCC,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
I Drive a Freight Train,,,,"Sarah Bridges, Phd Sarah Bridges","Bridges, Sarah",,,,Capstone,,2006,Juvenile Nonfiction,,,"Describes the things a locomotive engineer does when driving a freight train, how they operate the train, and what they do when they have a long haul.",,,,,,,,24,,,,,English,,,,9781404816077,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:21:36.356562018,,,,,,E0ScBAAAQBAJ,,0,,
If I Built a House,,,,Chris Van Dusen,"Dusen, Chris Van",,,,Dial Books for Young Readers,,2012,Juvenile Fiction,,,"The much-anticipated follow-up to the E. B. White Award-winning picture book If I Built a Car  In If I Built a Car, imaginative Jack dreamed up a whimsical fantasy ride that could do just about anything. Now he's back and ready to build the house of his dreams, complete with a racetrack, flying room, and gigantic slide. Jack's limitless creativity and infectious enthusiasm will inspire budding young inventors to imagine their own fantastical designs.  Chris Van Dusen's vibrant illustrations marry retro appeal with futuristic style as he, once again, gives readers a delightfully rhyming text that absolutely begs to be read aloud.",,,,,,,,32,,,,,English,,,,9780803737518,0,0,,Unread,,,,,,,0,,,,2018/02/24 16:21:36.313876032,,,,,,nmaEtgAACAAJ,,0,,
Love Waves,,,,Rosemary Wells,"Wells, Rosemary",,,,Candlewick Press,,2011,Juvenile Fiction,,,"How to comfort a young child who misses a special person when he or she is away? A treasured picturebook creator has the perfect solution.  Love Waves are what we send to our loved ones until we can be together again. Invisible and strong, they can fly across town or around the world, proving beyond a shadow of a doubt that neither time nor space can keep love from ? nding its target. Combining a wonderfully concrete concept with her cozy pastel illustrations, Rosemary Wells offers an ingenious way to ease the separation anxiety many children feel when parents go to work, or live in separate homes; when close friends or relatives move, or live far away; or whenever a loved one's absence calls for an extra dose of reassurance.",,,,,,,,32,,,,,English,,,,9780763649890,0,0,,Unread,,,,,,,0,,,,2018/02/18 12:51:16.307741045,,,,,,9sFOSpennn4C,,0,,
Machines at Work,,,,Byron Barton,"Barton, Byron",,,,Harper Collins,1987/09/25,1987,Juvenile Nonfiction,,,"‘With the call of ‘Hey, you guys! Let’s get to work,’ women and men shoulder drills and picks, board cranes and cement mixers, and set their equipment bulldozing and steamrolling across vibrant page spreads. Barton generates the excitement of road and building construction for young sidewalk engineers.’ —BL.  1988 Fanfare Honor List (The Horn Book)Notable 1987 Children's Trade Books in Social Studies (NCSS/CBC)Outstanding Science Trade Books for Children 1987 (NSTA/CBC)1987 Children's Books (NY Public Library)",,,,,,,,32,,,,,English,,,,9780694001903,0,0,,Unread,,,,,,,0,,,,2018/02/18 12:51:16.302034020,,,,,,pymKg5nbkrIC,,0,,
The Bear in the Book,,,,Kate Banks,"Banks, Kate",,,,Macmillan,2012/10/16,2012,Juvenile Fiction,,,"It's time for bed, and a little boy chooses his favorite book for his mother to read to him. The bear in the book is preparing for his own deep slumber, hibernating through the winter while humans and other animals explore the snowy landscape around him. Just when the bear wakes up to greet the spring, the boy drifts off to sleep. Kate Banks' soft and rhythmic text is brought to life by Georg Hallensleben's strong, expressive paintings in this bedtime read that will carry young readers through the seasons.",,,,,,,,40,,,,,English,,,,9780374305918,0,0,,Unread,,,,,,,0,,,,2018/02/18 12:51:16.295927047,,,,,,n_wOOjZsrV8C,,0,,
The great blue house,,,,Kate Banks,"Banks, Kate",,,,"Farrar, Straus and Giroux",,2005,Seasons,,,,,,,,,,,,,,,,,,,,9780374327699,0,0,,Unread,,,,,,,0,,,,2018/02/18 12:51:16.290825963,,,,,,,,0,https://covers.openlibrary.org/b/id/223866-L.jpg,
What Is a Princess?,,,,Jennifer Liberts Weinberg,"Weinberg, Jennifer Liberts",,,,Random House Children's Books,,2004,Juvenile Fiction,,,"WHAT IS A princess? Is she someone who is smart and brave, kind and caring—or is she someone much, much more? Cinderella, Ariel, Belle, and all the Disney Princesses answer that question in this Step 1 book that is the first in the Step into Readling line to feature multiple Disney Princesses in one book!",,,,,,,,32,,,,,English,,,,9780736422383,0,0,,Unread,,,,,,,0,,,,2018/02/18 12:51:16.284562945,,,,,,AGhFplb1NskC,,0,,
Tiny goes to the library,,,,Cari Meister,"Meister, Cari",,,,Viking,2000/06/01,2000,Books and reading/ Fiction,,,"Tiny the dog and his best friend go everywhere together. Tiny wants to be a help at the library when his owner takes out too many books to carry home, but how is he supposed to help when they go someplace where great big dogs aren't allowed? Color illustrations.",,,,,,,,32,,,,,English,,,,9780670885565,0,0,,Unread,,,,,,,0,,,,2018/02/18 12:51:16.278764009,,,,,,3_YIAQAAMAAJ,,0,,
Tiny Goes Back to School,,,,Cari Meister,"Meister, Cari",,,,Penguin,,2014,Juvenile Fiction,,,"Tiny is not obeying. He won't come when Elliot calls him, and he rolls over when he tells him to ""sit."" Looks like somebody needs to go back to school! Cari Meister uses simple language in this new level 1 reader to instill confidence in beginning readers. And because of that, it is a book young children learning to read will come back to over and over again!",,,,,,,,32,,,,,English,,,,9780670786077,0,0,,Unread,,,,,,,0,,,,2018/02/18 12:51:16.270805954,,,,,,pHwODAAAQBAJ,,0,,
"Big Cat, Little Cat",,,,Elisha Cooper,"Cooper, Elisha",,,,Macmillan,2017/03/14,2017,Juvenile Fiction,,,"There was a cat who lived alone.Until the daya new cat came . . . And so a story of friendship begins, following two cats through their days, months, and years until one day, the older cat has to go. And he doesn’t come back.Big Cat, Little Cat is a poignant story, told in measured text and bold black-and-white illustrations about life and the act of moving on, from award-winning author Elisha Cooper.",,,,,,,,40,,,,,English,,,,9781626723719,0,0,,Unread,,,,,,,0,,,,2018/02/18 12:51:16.241904020,,,,,,MPmiDQAAQBAJ,,0,,
Count the Monkeys,,,,Mac Barnett,"Barnett, Mac",,,,Disney-Hyperion,2013/06/25,2013,Juvenile Fiction,,,"Kids will giggle as they count all the animals that have frightened the monkeys off the pages. Full of fun reader interactions and keeps readers guessing until the very last page! Matching Mac Barnett's brilliant wit are Kevin Cornell's luminous illustrations, which will have young readers begging to count the monkeys all over again.",,,,,,,,32,,,,,English,,,,9781423160656,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:44:50.318698048,,,,,,wZi7ngEACAAJ,,0,,
"World of Reading: Doc McStuffins Peaches Pie, Take a Bath!",Level Pre-1,,,Disney Book Group,"Group, Disney Book",,,,Disney Press,2015/08/04,2015,Juvenile Fiction,,,"One sweet-smelling peach! Alma's doll, Peaches Pie, always smells lovely until Alma's dog, Rudy, drags her through the mud! Suddenly, Peaches Pie doesn't smell so peachy anymore! Can Doc help? Find out in this sweet treat of a Level Pre-1 Reader!",,,,,,,,32,,,,,English,,,,9781484715918,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.424672961,,,,,,oYLVrQEACAAJ,,0,,
"Happy Birthday, Princess!",,,,Jennifer Weinberg,"Weinberg, Jennifer",,,,Random House,,2012,Juvenile Fiction,,,"It's a royal celebration for Rapunzel, Tiana, Ariel, Belle, Cinderella, Snow White, Jasmine, and Aurora as they celebrate their birthdays! Featuring all eight Disney princesses, this Step 1 reader will make the perfect birthday gift for girls ages 4 to 6.",,,,,,,,32,,,,,English,,,,9780736428590,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.417186021,,,,,,o5M7B-ci7XEC,,0,,
I Want to Be a Ballerina,,,,Annabel Blackledge,"Blackledge, Annabel",,,,Dorling Kindersley,,2005,Juvenile Nonfiction,,,Text and photographs describe Jamie's first ballet dancing lesson.,,,,,,,,32,,,,,English,,,,9780756616960,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.408573985,,,,,,-tVkRvLixYEC,,0,,
All of Me!,A Book of Thanks,,,Molly Bang,"Bang, Molly",,,,Blue Sky Press,,2009,Juvenile Fiction,,,"Caldecott Honor illustrator Molly Bang presents a young child's delight in her whole world.In pictures as bright as sunshine, Caldecott Honor illustrator and bestseller Molly Bang speaks directly to young children in this bold, colourful book of ""thanks"" that will fascinate and engage young readers and their parents.Look at my fine feet!Thank you, feet,for holding me up when I stand,and when I walk,and when I jump!Children share the simple wonders of their feet, hands, arms, eyes, noses, mouths, and the fun things their bodies do. Using paintings that photographically include some real art tools--such as crayons, felt, and paintbrushes--that Bang used to illustrate the book, All of Me! seamlessly combines thanks, young anatomy, and a simple lesson about making art.",,,,,,,,40,,,,,English,,,,9780545044240,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.395220041,,,,,,YdfSngEACAAJ,,0,,
All Stuffed Up,,,,"Cathy Hapka, Character Building Studio (Firm), Disney Storybook Artists","Hapka, Cathy",,,,Disney Press,,2013,Juvenile Fiction,,,,,,,,,,,32,,,,,,,,,9781423171355,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.381719946,,,,,,,,0,http://images.amazon.com/images/P/1423171357.01Z.jpg,
In the Garden: Who's Been Here?,,,,Lindsay Barrett George,"George, Lindsay Barrett",,,,Harper Collins,2006/04/25,2006,Juvenile Fiction,,,"Christina and Jeremy have been sent to the garden to gather vegetables for dinner. But they quickly realize that they are not the first visitors to the garden today.  There's a slimy trail on a leaf in the cucumber patch, and some corn kernels have been pecked off the cob. Not only that, someone has been snacking on the lettuce leaves! Christina and Jeremy follow the clues to discover which birds, animals, and insects have been in their garden.  Keep your eyes open and join Christina and Jeremy on a scientific journey in their own backyard!",,,,,,,,48,,,,,English,,,,9780060787622,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.373710989,,,,,,XTgFkya5A8QC,,0,,
Pirate Princess,,,,Sudipta Bardhan-Quallen,"Bardhan-Quallen, Sudipta",,,,HarperCollins,2012/05/08,2012,Juvenile Fiction,,,"Princess Bea isn’t like other princesses—she prefers pirate ships above tea parties, the salty sea over silly dolls. But what’s a landlocked princess to do?   Ahoy, Captain Jack to the rescue! When the captain offers Bea a place aboard his ship, it’s a dream come true—until she’s put to work swabbing the decks and making dinner for the crew. Can a princess like Bea put her royal gifts to work and make the pirates see that she’s seaworthy after all—or will they make her walk the plank?   Pirate Princess is a raucous tale of girl power on the high seas, from author Sudipta Bardhan-Quallen and illustrator Jill McElmurry.",,,,,,,,40,,,,,English,,,,9780061142420,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.367480039,,,,,,esOZZwEACAAJ,,0,,
Max's Math,,,,Kate Banks,"Banks, Kate",,,,Macmillan,2015/03/10,2015,Juvenile Fiction,,,"Max and his two brothers hop into a car and go looking for problems they can solve. They cruise down highway number 4 on their way to Shapeville, but they see an abandoned number along the way. Is it a 6? Is it a 9? And what's it doing on the side of the road? Once the trio reach Shapeville, there's another problem: a flood washed away all of the squares. Max and his brothers show the town that putting together two triangles will bring their shapes back together, and then they follow the residents on a trip to Count Town, where they put the missing number back in its place in the countdown to a rocket's blastoff. This title has Common Core connections.",,,,,,,,40,,,,,English,,,,9780374348755,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.360177040,,,,,,7_RyBgAAQBAJ,,0,,
My Bike,,,,Byron Barton,"Barton, Byron",,,,HarperCollins,2015/04/14,2015,Juvenile Fiction,,,"A picture book about vehicles and things that go—in this case, bicycles and unicycles—by Byron Barton, the acclaimed creator of My Car, My Bus, and numerous other classic titles!Tom, the narrator of this cheerful picture book for preschoolers, is the proud owner of a bright green bicycle. After Tom describes all the parts of his bike, he rides the bike to work. He rides along busy roads and bustling streets, past cars and buses and animals and people, until he arrives at the circus, changes into his work clothes, and goes to work. It turns out that Tom is a clown, and his job is to ride a unicycle on a high wire under the big top! A fresh and fun look at riding (on two wheels and one), community, transportation, and professions, with a surprise ending!",,,,,,,,40,,,,,English,,,,9780062336996,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.353299975,,,,,,9Ke8oAEACAAJ,,0,,
The Adventures of Taxi Dog,,,,"Debra Barracca, Sal Barracca","Barracca, Debra",,,,Dial Books for Young Readers,,1990,Juvenile Fiction,,,"Maxi, a homeless mutt in New York City, has always fended for himself. Then one day a kind taxi driver named Jim offers him friendship, a home, and a place in the front seat! From that moment on, Maxi and Jim revel in the sights and sounds of the city, and share all sorts of wild adventures-from rushing two clowns and a chimp to the circus, to singing duets with an opera diva! These and other adventures are brilliantly depicted in Mark Buehner's witty, detail-packed oil paintings.",,,,,,,,32,,,,,English,,,,9780803706712,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.345808982,,,,,,buaBQgAACAAJ,,0,,
Bears! Bears! Bears!,,,,Bob Barner,"Barner, Bob",,,,Chronicle Books,2010/04/01,2010,Juvenile Nonfiction,,,"Everyone's favorite bears (and some you may have never met before) fish, munch, dive, cuddle, and climb their way through this playful romp. The simple rhyming text is enhanced with fun facts about new cubs (pandas are born no bigger than a stick of butter!) and bears around the world (the spectacled bear is the only species native to South America), while Bob Barner's richly textured paper collage illustrations bring the bears of the world to life. Budding ursinologists will bearly be able to contain themselvesthis book is sure to leave them roaring for more!",,,,,,,,32,,,,,English,,,,9780811870573,0,0,,Unread,,,,,,,0,,,,2018/02/15 15:43:42.297204971,,,,,,LBdUzIr_FXkC,,0,,
Brown Rabbit's Day,,,,Alan Baker,"Baker, Alan",,,,Kingfisher,,1995,Juvenile Nonfiction,,,"From early morning to bedtime, Brown Rabbit enjoys a fun-filled, lively day with his friends, as he sends invitations, prepares treats to eat, enjoys snacktime, plays hopping games, and bids his friends good night. For children under three.",,,,,,,,24,,,,,English,,,,9781856975841,0,0,,Unread,,,,,,,0,,,,2018/02/07 19:07:17.318469047,,,,,,yX-p675KLXUC,,0,,
The third-story cat,,,,Leslie A. Baker,"Baker, Leslie A.",,,,"Little, Brown",,1987,Protected DAISY,,,,,,,,,,,32,,,,,,,,,9780316078320,0,0,,Unread,,,,,,,0,,,,2018/02/07 19:07:17.310163974,,,,,,,,0,,
Olive's First Sleepover,,,,Roberta Baker,"Baker, Roberta",,,,"Little, Brown",,2007,Juvenile Fiction,,,"Olive has played over at her friend Lizard's house before, but tonight she is sleeping over for the first time. Making pepperoni-marshmallow pizza is tons of fun. But when it's time for bed, Olive finds out that Lizard sleeps without any lights on at all... Those dark shadows are awfully creepy. And what's that noise down the hall?This charming story about best friends and new experiences shows how courage and imagination--and a little purple slime--can transform even the spookiest situation, and help allay a child's fear of sleeping over a friend's house for the first time.",,,,,,,,32,,,,,English,,,,9780316734189,0,0,,Unread,,,,,,,0,,,,2018/02/07 19:07:17.300902962,,,,,,pJd3mAEACAAJ,,0,,
